Facility_Name,Address,Violation_Description,Grade,Longitude,Latitude
Holiday Inn Express Hotel & Suites,66 Airport Access Rd,Equipment/Utensils - approved installed clean g,G,-122.19897736,37.72609992
Oakland Coliseum West #313,7000 Coliseum Way,Adequate handwashing facilities supplied & accessi,G,-122.20141371,37.7501469
Merritt Pre-school Praticum School,12500 Campus Dr #a106,Hot and cold water available,G,-122.16804886,37.78831649
Safeland Fresh Meat,5701 Foothill Blvd,Equipment/Utensils - approved installed clean g,G,-122.19318682,37.77208016
Coliseum Swap-central(trlr)concrs,5401 Coliseum Way,Signs posted last inspection report available,G,-122.21117075,37.76104273
The Terrace Room,1800 Madison St,Nonfood-contact surfaces clean,G,-122.26213346,37.80459903
Franklin School Snack Bar,915 Foothill Blvd,Adequate ventilation and lighting designated area,G,-122.24809507,37.79359606
Noah's New York Bagels #2102,2058 Mountain Blvd,Signs posted last inspection report available,G,-122.20934354,37.82651076
Torarenbou Sushi Bistro,7435 Amador Valley Blvd,"Floors, walls and ceilings: built, maintained, and",G,-121.92830728,37.71035514
Four Bells Market & Liquors,1065 98th Ave,Adequate handwashing facilities supplied & accessi,G,-122.17696414,37.74132628
Colonial Donuts,3318 Lakeshore Ave,Person in charge present and performs duties,G,-122.24366849,37.8105951
Sequoia School,3730 Lincoln Ave,Premises personal/cleaning items vermin-proofing,G,-122.21201132,37.80183025
It's All Good Bakery,5624 Martin L King Jr Way,"Floors, walls and ceilings: built, maintained, and",G,-122.26956898,37.84106662
Rockin' Jump,39177 Farewell Dr,Adequate ventilation and lighting designated area,G,-121.99856734,37.53046405
Jalisco Market #2,9710 Edes Ave,Adequate ventilation and lighting designated area,G,-122.18552176,37.73706312
Central Gas Livermore,160 Holmes St,Food storage food storage containers identified,G,-121.77940375,37.67728312
Chuck E Cheese Pizza,7448 Amador Valley Blvd,Signs posted last inspection report available,G,-121.92927333,37.70908037
88 Bao Bao,3880 Fallon Rd,Adequate handwashing facilities supplied & accessi,G,-121.85127843,37.7053305
Park Gas & Food,1395 7th St,Garbage and refuse properly disposed facilities m,G,-122.29516163,37.80536631
Cafe Bon Appetit At Oracle,5815 Owens Dr,Proper hot and cold holding temperatures,G,-121.89145809,37.69930395
Primrose School Of Pleasanton,7110 Koll Center Pkwy,"Proper eating, tasting, drinking or tobacco use",G,-121.90146908,37.66204364
Wah Fay Liquors,2101 8th Ave,"Floors, walls and ceilings: built, maintained, and",G,-122.24448939,37.79845994
Oak Door,3062 Pacific Ave,Equipment/Utensils - approved installed clean g,G,-121.75696114,37.67616396
Coliseum West Bp #104,7000 Coliseum Way,"Equipment, utensils and linens: storage and use",G,-122.20141371,37.7501469
De Xing Long Market,727 Webster St,Adequate handwashing facilities supplied & accessi,G,-122.27167999,37.7987848
George Kaye's,4044 Broadway,"Floors, walls and ceilings: built, maintained, and",G,-122.25634148,37.82798462
Chans Taiwanese Cuisine,4288 Dublin Blvd 105,Proper cooling methods,G,-121.8759953,37.70562112
Cedar Mountain Winery Inc,10843 Reuss Rd,Plumbing proper backflow devices,G,-121.65830743,37.66134971
99 Ranch Market,35219 Newark Blvd #b,Premises personal/cleaning items vermin-proofing,G,-122.04753164,37.54955558
Starbucks Coffee #6551,43941 Hugo Ter,"Floors, walls and ceilings: built, maintained, and",G,-121.94756257,37.51147262
Boomer's Cafe,2400 Kitty Hawk Rd,"Warewashing facilities: installed, maintained, use",G,-121.81141974,37.7005273
Mexico Tortilla Factory & Deli,7015 Thornton Ave,Food properly labeled & honestly presented,G,-122.03645524,37.53067287
Mill's Food Center,5911 Macarthur Blvd,Hot and cold water available,G,-122.18387820000001,37.77614775
Holy Names High School,4660 Harbord Dr,Food storage food storage containers identified,G,-122.23210239,37.83975351
Havencourt Community Church,1444 Havenscourt Blvd,Hot and cold water available,G,-122.19191563,37.76260189
Los Primos Carniceria,4095 Foothill Blvd,"Toilet facilities: properly constructed, supplied,",G,-122.21429223,37.77687073
Outback Steakhouse,6505 Regional St,"Floors, walls and ceilings: built, maintained, and",G,-121.93308918,37.7016588
European Food & Liquor,5882 Mowry School Rd,Food properly labeled & honestly presented,G,-121.99339214,37.51950803
451 Hegenberger Gas Inc.,451 Hegenberger Rd,Adequate handwashing facilities supplied & accessi,G,-122.197318,37.73753679
Sauced Bbq And Spirits,2300 First St #120,Wiping cloths: properly used and stored,G,-121.76785123,37.68255806
Afc Tik Tok Wok @ Safeway #1224,5877 Jarvis Ave,Adequate handwashing facilities supplied & accessi,G,-122.04820619,37.55181138
Earthly Coffee Shop,5506 Martin Luther King Jr Way,Signs posted last inspection report available,G,-122.26954874,37.839926399999996
Jimmy's Deli,1600 Broadway #100,Nonfood-contact surfaces clean,G,-122.2696788,37.80598534
Syufy Properties Mfpu Commissary,5401 Coliseum Way,"No rodents, insects, birds, or animals",G,-122.21206042,37.76056097
Oakland Coliseum East #135,7000 Coliseum Way,Adequate handwashing facilities supplied & accessi,G,-122.20141371,37.7501469
Wo Hing Llc,78 4th St,"Floors, walls and ceilings: built, maintained, and",G,-122.26628517,37.79442509
Flipside Burger,3401 Lakeshore Ave,Hot and cold water available,G,-122.2437216,37.81087629
The Organic Coup,1300 Clay St 162a,Proper hot and cold holding temperatures,G,-122.27402214,37.80458735
Freshii,500 12th St 134,Demonstration of knowledge food manager certifica,G,-122.27350385,37.80396286
7-eleven #33637,39620 Cedar Blvd,Food contact surfaces: clean and sanitized,G,-121.99758082,37.52165335
Oakland Mei Shen Ginseng Company,373 8th St,Food storage food storage containers identified,G,-122.27189378,37.79918941
Hopyard Valero,2991 Hopyard Rd,"Warewashing facilities: installed, maintained, use",G,-121.89653319,37.67563607
Tacos Oscar,420 40th St 6,Proper hot and cold holding temperatures,G,-122.26040849,37.82879879
Golflinks Station Inc,9750 Golf Links Rd,"Warewashing facilities: installed, maintained, use",G,-122.15316836,37.75546295
Executive Inn & Suites,1755 Embarcadero Dr,"Equipment, utensils and linens: storage and use",G,-122.24551603,37.78575306
Mekong Restaurant,807 E 12th St,"No rodents, insects, birds, or animals",G,-122.25245909,37.79298459
Geoffrey's Inner Circle,410 14th St,"Equipment, utensils and linens: storage and use",G,-122.27006772,37.80416371
367-1152b Storage 1109 Ops - Term 2x,1 Airport Dr,"Floors, walls and ceilings: built, maintained, and",G,-122.2131669,37.71258749
Apro Llc #5191,449 Hegenberger Rd,Adequate handwashing facilities supplied & accessi,G,-122.19762735,37.73488023
Cj's Liquors,4949 Stevenson Blvd #q,Plan Review,G,-121.98375391,37.5292088
Seabreeze On The Dock,31 Webster St,Personal cleanliness and hair restraints,G,-122.27439878,37.79440969
Montclair Restaurant,2477 Monterey Blvd,"Floors, walls and ceilings: built, maintained, and",G,-122.20869407,37.81876838
Gazzali's Express,5908 San Pablo Ave,Food contact surfaces: clean and sanitized,G,-122.28303029,37.84232354
Starbucks Coffee #5731,5034 Mowry Ave,Signs posted last inspection report available,G,-121.99824299,37.53482701
Andoil Newark,5835 Thornton Ave,Adequate handwashing facilities supplied & accessi,G,-122.02863983,37.53937871
Niles Elementary,37141 2nd St,Equipment/Utensils - approved installed clean g,G,-121.98276090000002,37.57666473
Oakland Coliseum West #106 Snack Bar,7000 Coliseum Way,Equipment/Utensils - approved installed clean g,G,-122.20141371,37.7501469
Starbucks Coffee Co. #5223,3950 Mowry Ave,Plan Review,G,-121.98685558,37.54901449
Chipotle Mexican Grill #3338,6654 Koll Center Pkwy #300,"No rodents, insects, birds, or animals",G,-121.89968276,37.65862319
Metropolitan Golf Links,10051 Doolittle Dr,Food storage food storage containers identified,G,-122.19634968,37.72375962
Subway,1503 N Vasco Rd,Garbage and refuse properly disposed facilities m,G,-121.72412716,37.71888147
Papa Murphy's,5176 Mowry Ave,Plumbing proper backflow devices,G,-121.9981638,37.53366361
Robertson High School,4455 Seneca Park Ave,Equipment/Utensils - approved installed clean g,G,-121.96505671,37.51847636
Kona Club,4401 Piedmont Ave,"Floors, walls and ceilings: built, maintained, and",G,-122.24675863,37.8307257
Camp Ranchos Los Mochos,18450 Mines Rd,"Floors, walls and ceilings: built, maintained, and",G,-121.61320329,37.57677312
Fitness Sf Oakland,600 Grand Ave,"Floors, walls and ceilings: built, maintained, and",G,-122.24980709,37.80975505
C & A Mini Mart & Deli,128 S Vasco Rd,Nonfood-contact surfaces clean,G,-121.72154192,37.70454097
Firehouse Subs,43344 Boscell Rd,"Floors, walls and ceilings: built, maintained, and",G,-121.97520819,37.50344585
Golden Gas,6600 Foothill Blvd,"Warewashing facilities: installed, maintained, use",G,-122.17965955,37.77015094
Chicky Wiki,9755 Edes Ave,"Warewashing facilities: installed, maintained, use",G,-122.18450928,37.73675807
A'viands Llc,5880 Owens Dr,Adequate handwashing facilities supplied & accessi,G,-121.89993299,37.69986782
Happy Burrito #2,564 14th St A,Demonstration of knowledge food manager certifica,G,-122.27377729,37.80535982
Modern Coffee,1300 Clay St 164,Wiping cloths: properly used and stored,G,-122.27402214,37.80458735
Jules Thin Crust,5804 College Ave,Adequate ventilation and lighting designated area,G,-122.25193829999999,37.84604555
Oakland Coliseum West #111,7000 Coliseum Way,Plumbing proper backflow devices,G,-122.20141371,37.7501469
Lazy Dog Restaurant & Bar,4805 Hacienda Dr,"Floors, walls and ceilings: built, maintained, and",G,-121.88802805,37.70491835
Ridgeview Commons,5200 Case Ave,"Floors, walls and ceilings: built, maintained, and",G,-121.88389168,37.65290321
Oumi Sushi @ Sprouts 279,3035 E Broadway,Hands clean and properly washed gloves used prope,G,-122.26209884,37.81892455
24 Hour Fitness #895,2650 Kitty Hawk Rd,Food storage food storage containers identified,G,-121.80862851,37.70036918
Cost Plus Worldmarket,5564 Springdale Ave,Plumbing proper backflow devices,G,-121.92602814,37.69187762
Bunso Breads Bakery & Cafe,618-a Main St,"Equipment, utensils and linens: storage and use",G,-121.87512262,37.66198391
"Falafel, Etc.",39200 Fremont Blvd,Plan Review,G,-121.98474444,37.54774564
A & P Service Center,398 W Macarthur Blvd,Equipment/Utensils - approved installed clean g,G,-122.26088179999999,37.82509277
Chick-fil-a,5539 Auto Mall Pkwy,Premises personal/cleaning items vermin-proofing,G,-121.97370081,37.50543479
Joaquin Miller School,5525 Ascot Dr,"Floors, walls and ceilings: built, maintained, and",G,-122.20180992,37.81844783
Macarthur Shell,3530 Macarthur Blvd,Adequate handwashing facilities supplied & accessi,G,-122.20000368,37.79307913
"Greyhound Lines, Inc",2103 San Pablo Ave,Hot and cold water available,G,-122.27389858,37.8107803
Abe's Liquors,35236 Newark Blvd,Signs posted last inspection report available,G,-122.04728123,37.54946556
Fresh & Easy 2,2630 International Blvd,Food storage food storage containers identified,G,-122.23220524,37.78119959
Cup Cakin' Bake Shop,907 E Washington St,Signs posted last inspection report available,G,-122.27500998,37.80071108
Donut House,46625 Mission Blvd,Signs posted last inspection report available,G,-121.92991928,37.49174552
Pena's Bakery Ii Pasteleria,3924 International Blvd,Nonfood-contact surfaces clean,G,-122.21814798,37.77393963
East Oakland Youth Development Center,8200 International Blvd,Hot and cold water available,G,-122.17860705,37.75555762
Safeway Fuel Station #2856,6782 Bernal Ave,"Warewashing facilities: installed, maintained, use",G,-121.89820166,37.6579903
Rite Aid #5952,1991 Mountain Blvd,"Toilet facilities: properly constructed, supplied,",G,-122.21064984,37.82841187
Weang Ping Village,6217 Macarthur Blvd,"Floors, walls and ceilings: built, maintained, and",G,-122.18393722,37.77585386
Walgreens #15163,1620 First St,"Toilet facilities: properly constructed, supplied,",G,-121.77607905,37.67946641
Beer Baron Oakland,5900 College Ave,Proper cooling methods,G,-122.25176761,37.84736874
Bicycle Coffee Co,364 2nd St,Food contact surfaces: clean and sanitized,G,-122.27427334,37.79552346
Savoy Catering Co,3110 35th Ave,Adequate handwashing facilities supplied & accessi,G,-122.20530631,37.79095116
Shaan Restaurant,3434 Fruitvale Ave,Equipment/Utensils - approved installed clean g,G,-122.21640284,37.79969576
Makers Of Milkshakes,1 Stoneridge Mall Rd K56,Plan Review,G,-121.92874201,37.69533925
Foothill Discount Grocery,6512 Foothill Blvd,Adequate handwashing facilities supplied & accessi,G,-122.18269502,37.77076785
World Champion Smokehouse Market,679 98th Ave,Food properly labeled & honestly presented,G,-122.18289186,37.73675597
Lunch-in,1552 Beach St P,Plumbing proper backflow devices,G,-122.29078929999999,37.82925218
Dollar Tree Store #07164,4502 Las Positas Rd,"Toxic substances properly identified, stored, used",G,-121.74286092,37.70053436
Share Tea,3948 Washington Blvd,Equipment/Utensils - approved installed clean g,G,-121.95788775,37.53194659
Edible Arrangements,3015 Hopyard Rd #d,Sewage and wastewater properly disposed,G,-121.89747474,37.67707015
7th Street Food & Liquors,1460 7th St,Garbage and refuse properly disposed facilities m,G,-122.29562304,37.80549609
Complex Oakland (third Floor),420 14th St,Adequate handwashing facilities supplied & accessi,G,-122.27030244,37.80425592
Sheraton Pleasanton,5990 Stoneridge Mall Rd,Signs posted last inspection report available,G,-121.93104039,37.69324017
Central Liquor & Food,5409 Central Ave #9-12,Adequate handwashing facilities supplied & accessi,G,-122.01835708,37.53786318
Mariposa Bakery,5427 Telegraph Ave #d-3,"Floors, walls and ceilings: built, maintained, and",G,-122.26299358,37.8397028
Eastlake Child Care,1612 45th Ave,Signs posted last inspection report available,G,-122.21182536,37.77287124
Hms Host All Unit Remote Storage 1170d,1 Airport Dr,"Equipment, utensils and linens: storage and use",G,-122.20122240000002,37.72288105
Annapurna Restaurant & Bar,948 Clay St,Food storage food storage containers identified,G,-122.27537407,37.8024157
Walmart #1972,2700 Las Positas Rd,Food storage food storage containers identified,G,-121.76844306,37.69858464
Altamont Creek Elementary School,6500 Garaventa Ranch Rd,Equipment/Utensils - approved installed clean g,G,-121.71826005,37.72214978
Subway,239 S Vasco Rd,Adequate ventilation and lighting designated area,G,-121.72166906,37.70273514
The Lunch Box,1720 Franklin St,Proper cooling methods,G,-122.26793724,37.80638114
Nieves Cinco De Mayo,3448 International Blvd,"Food in good condition, safe and unadulterated",G,-122.22320139,37.77637074
Allendale School,3670 Penniman Ave,Signs posted last inspection report available,G,-122.20527997,37.78864644
Mission Valley Elementary,41700 Denise St,"No rodents, insects, birds, or animals",G,-121.94819795,37.53620342
88 Sy,247 10th St,Premises personal/cleaning items vermin-proofing,G,-122.26806989,37.79939443
Hub Valero,4004 Mowry Ave,Demonstration of knowledge food manager certifica,G,-121.98895284,37.54787655
Sunol Super Stop (market),3004 Andrade Rd,Hot and cold water available,G,-121.88494049,37.57343067
Bridge Academy,750 International Blvd,Hot and cold water available,G,-122.25153682,37.79372633
Classic Cars West Beer Garden Food By Hella Vegan Eats,411 26th St,Equipment/Utensils - approved installed clean g,G,-122.26650347,37.81516108
Washington Hosp Conference Rm Ktchn,2500 Mowry Ave,"Toxic substances properly identified, stored, used",G,-121.98469617,37.55310298
Chung Chou City Inc,388 9th St 111,Food properly labeled & honestly presented,G,-122.27137881,37.80035313
